conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,year,intensity_level,cumulative_intensity,type_of_conflict
299,Syria,Government of Syria,118,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,4456,,2,2017,2,1,4
299,Syria,Government of Syria,118,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,4456,,2,2018,2,1,4
299,Syria,Government of Syria,118,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,4456,,2,2019,2,1,4
299,Syria,Government of Syria,118,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,4456,Government of Turkey,2,2020,2,1,4
299,Syria,Government of Syria,118,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,4456,Government of Turkey,2,2021,1,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,1967,2,1,3
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,1968,1,1,3
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,1969,1,1,3
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,"Government of South Vietnam, Government of United States of America",KR,270,Government of Vietnam (North Vietnam),2,1970,2,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,"Government of South Vietnam, Government of United States of America",KR,270,Government of Vietnam (North Vietnam),2,1971,2,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,"Government of South Vietnam, Government of United States of America",KR,270,Government of Vietnam (North Vietnam),2,1972,2,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,"Government of South Vietnam, Government of United States of America",KR,270,Government of Vietnam (North Vietnam),2,1973,2,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,Government of Vietnam (North Vietnam),2,1974,2,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,Government of Vietnam (North Vietnam),2,1975,2,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KNUFNS,271,Government of Vietnam (North Vietnam),2,1978,2,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,"Government of Laos, Government of Vietnam (North Vietnam)","KNUFNS, KPNLF, KR","270, 271, 272",Government of Vietnam (North Vietnam),2,1979,1,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"KPNLF, KR","270, 272",,2,1980,1,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"KPNLF, KR","270, 272",,2,1981,1,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","270, 272, 273",,2,1982,1,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","270, 272, 273",,2,1983,1,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","270, 272, 273",,2,1984,1,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","270, 272, 273",,2,1985,1,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","270, 272, 273",,2,1986,1,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","270, 272, 273",,2,1987,1,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","270, 272, 273",,2,1988,1,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR","270, 272, 273",,2,1989,1,1,4
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,"KPNLF, KR","270, 272",,2,1990,1,1,3
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,"FUNCINPEC, KPNLF, KR","270, 272, 273",,2,1991,1,1,3
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,1992,1,1,3
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,1993,1,1,3
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,1994,1,1,3
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,1995,1,1,3
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,KR,270,,2,1996,1,1,3
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,"Forces of Norodom Ranariddh, KR, Military faction (Forces of Hun Sen)","270, 7248, 7249",,2,1997,1,1,3
300,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),148,,"Forces of Norodom Ranariddh, KR","270, 7248",,2,1998,1,1,3
301,"Israel, Jordan",Government of Israel,121,,Government of Jordan,120,,1,1967,2,1,2
302,"Israel, Syria",Government of Israel,121,,Government of Syria,118,,1,1967,2,1,2
302,"Israel, Syria",Government of Israel,121,,Government of Syria,118,,1,1973,2,1,2
303,Nigeria,Government of Nigeria,84,,Republic of Biafra,462,,1,1967,2,1,3
303,Nigeria,Government of Nigeria,84,,Republic of Biafra,462,,1,1968,2,1,3
303,Nigeria,Government of Nigeria,84,,Republic of Biafra,462,,1,1969,2,1,3
303,Nigeria,Government of Nigeria,84,,Republic of Biafra,462,,1,1970,2,1,3
303,Nigeria,Government of Nigeria,84,,IPOB,6287,,1,2021,1,1,3
304,"China, Myanmar (Burma)",Government of China,135,,Government of Myanmar (Burma),144,,1,1969,1,0,2
305,"China, Russia (Soviet Union)",Government of China,135,,Government of Russia (Soviet Union),57,,1,1969,1,0,2
306,"El Salvador, Honduras",Government of El Salvador,13,,Government of Honduras,12,,1,1969,2,1,2
307,Guinea,Government of Guinea,77,,RFDG,463,,2,2000,1,0,3
307,Guinea,Government of Guinea,77,,RFDG,463,,2,2001,1,0,3
308,Philippines,Government of Philippines,154,,MIM,274,,1,1970,1,0,3
308,Philippines,Government of Philippines,154,,MIM,274,,1,1971,1,0,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1972,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1973,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1974,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1975,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1976,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1977,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1978,2,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1979,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1980,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1981,2,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1982,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1983,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1984,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1985,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1986,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1987,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1988,1,1,3
308,Philippines,Government of Philippines,154,,MNLF,275,,1,1989,1,1,3
308,Philippines,Government of Philippines,154,,"MILF, MNLF","275, 276",,1,1990,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, MNLF","275, 277",,1,1993,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, MILF","276, 277",,1,1994,1,1,3
308,Philippines,Government of Philippines,154,,ASG,277,,1,1995,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, MILF","276, 277",,1,1996,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, MILF","276, 277",,1,1997,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, MILF","276, 277",,1,1998,1,1,3
308,Philippines,Government of Philippines,154,,MILF,276,,1,1999,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, MILF","276, 277",,1,2000,2,1,3
308,Philippines,Government of Philippines,154,,"ASG, MILF, MNLF - NM","276, 277, 278",,1,2001,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, MILF","276, 277",,1,2002,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, MILF","276, 277",,1,2003,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, MILF","276, 277",,1,2004,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, MILF, MNLF - NM","276, 277, 278",,1,2005,1,1,3
308,Philippines,Government of Philippines,154,,ASG,277,,1,2006,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, MILF, MNLF - HM","276, 277, 279",,1,2007,1,1,3
308,Philippines,Government of Philippines,154,,MILF,276,,1,2008,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, MILF","276, 277",,1,2009,1,1,3
308,Philippines,Government of Philippines,154,,ASG,277,,1,2010,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, MILF","276, 277",,1,2011,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, BIFM","1146, 277",,1,2012,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, BIFM, MNLF - NM","1146, 277, 278",,1,2013,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, BIFM","1146, 277",,1,2014,1,1,3
308,Philippines,Government of Philippines,154,,"ASG, BIFM, MILF","1146, 276, 277",,1,2015,1,1,3
308,Philippines,Government of Philippines,154,,"al-Harakat al-Islamiyah, ASG, BIFM, Maute group","1146, 277, 6578, 6998",,1,2016,1,1,3
308,Philippines,Government of Philippines,154,Government of Malaysia,ASG,277,,1,2017,1,1,4
308,Philippines,Government of Philippines,154,,"ASG, BIFM-K","277, 6999",,1,2018,1,1,3
308,Philippines,Government of Philippines,154,,ASG,277,,1,2019,1,1,3
308,Philippines,Government of Philippines,154,,ASG,277,,1,2020,1,1,3
309,Sudan,Government of Sudan,112,,Sudanese Communist Party,464,,2,1971,1,0,3
309,Sudan,Government of Sudan,112,,National Front,465,,2,1976,1,0,3
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,1983,2,1,3
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,1984,2,1,3
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,1985,2,1,3
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,1986,2,1,3
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,1987,2,1,3
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,1988,2,1,3
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,1989,2,1,3
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,1990,2,1,3
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,1991,2,1,3
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,1992,2,1,3
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,1993,1,1,3
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,1994,1,1,3
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,1995,2,1,3
309,Sudan,Government of Sudan,112,,"NDA, SPLM/A","466, 467",,2,1996,2,1,3
309,Sudan,Government of Sudan,112,,"NDA, SPLM/A","466, 467",,2,1997,2,1,3
309,Sudan,Government of Sudan,112,,"NDA, SPLM/A","466, 467",,2,1998,2,1,3
309,Sudan,Government of Sudan,112,,"NDA, SPLM/A","466, 467",,2,1999,2,1,3
309,Sudan,Government of Sudan,112,,"NDA, SPLM/A","466, 467",,2,2000,2,1,3
309,Sudan,Government of Sudan,112,,"NDA, SPLM/A","466, 467",,2,2001,2,1,3
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,2002,2,1,3
309,Sudan,Government of Sudan,112,Government of Chad,"JEM, SLM/A, SPLM/A","466, 468, 469",,2,2003,2,1,4
309,Sudan,Government of Sudan,112,,"JEM, SLM/A, SPLM/A","466, 468, 469",,2,2004,2,1,3
309,Sudan,Government of Sudan,112,,SLM/A,469,,2,2005,1,1,3
309,Sudan,Government of Sudan,112,,"NRF, SLM/A, SLM/A - MM","469, 470, 471",,2,2006,2,1,3
309,Sudan,Government of Sudan,112,,"JEM, SLFA","468, 472",,2,2007,1,1,3
309,Sudan,Government of Sudan,112,,"JEM, SLFA, SLM/A","468, 469, 472",,2,2008,1,1,3
309,Sudan,Government of Sudan,112,,"JEM, SLM/A","468, 469",,2,2009,1,1,3
309,Sudan,Government of Sudan,112,,"JEM, SLM/A, SSDM/A","1108, 468, 469",,2,2010,2,1,3
309,Sudan,Government of Sudan,112,,"JEM, SLM/A, SPLM/A-North, SRF, SSDM/A, SSLM/A","1108, 1123, 1124, 1162, 468, 469",Government of South Sudan,2,2011,2,1,4
309,Sudan,Government of Sudan,112,,SRF,1162,,2,2012,2,1,3
309,Sudan,Government of Sudan,112,,SRF,1162,,2,2013,1,1,3
309,Sudan,Government of Sudan,112,,"Darfur Joint Resistance Forces, SARC, SRF","1162, 5849, 5866",,2,2014,1,1,3
309,Sudan,Government of Sudan,112,,"Darfur Joint Resistance Forces, SPLM/A-North, SRF","1123, 1162, 5866",,2,2015,2,1,3
309,Sudan,Government of Sudan,112,,"SPLM/A-North, SRF","1123, 1162",,2,2016,2,1,3
309,Sudan,Government of Sudan,112,,"SARC, SLM/A, SRF","1162, 469, 5849",,2,2017,1,1,3
309,Sudan,Government of Sudan,112,,SLM/A,469,,2,2018,1,1,3
309,Sudan,Government of Sudan,112,,SLM/A,469,,2,2020,1,1,3
309,Sudan,Government of Sudan,112,,SLM/A,469,,2,2021,1,1,3
310,Madagascar (Malagasy),Government of Madagascar,106,,Monima,473,,2,1971,1,0,3
311,Morocco,Government of Morocco,108,,Military faction (forces of Mohamed Madbouh),474,,2,1971,1,0,3
312,Pakistan,Government of Pakistan,142,,Mukti Bahini,280,,1,1971,2,1,3
313,Sri Lanka,Government of Sri Lanka,145,,JVP,281,,2,1971,2,1,3
313,Sri Lanka,Government of Sri Lanka,145,,JVP,281,,2,1989,1,1,3
313,Sri Lanka,Government of Sri Lanka,145,,JVP,281,,2,1990,1,1,3
314,Uganda,Government of Uganda,90,,Military faction (forces of Idi Amin),475,,2,1971,1,0,3
314,Uganda,Government of Uganda,90,,Kikosi Maalum,476,,2,1972,1,0,3
314,Uganda,Government of Uganda,90,,Military faction (forces of Charles Arube),477,,2,1974,1,0,3
314,Uganda,Government of Uganda,90,Government of Libya,"Fronasa, Kikosi Maalum, UNLF","476, 478, 479",Government of Tanzania,2,1979,1,1,4
314,Uganda,Government of Uganda,90,Government of Tanzania,FUNA,480,,2,1980,1,1,4
314,Uganda,Government of Uganda,90,Government of Tanzania,"FUNA, NRA, UNRF","480, 481, 482",,2,1981,2,1,4
314,Uganda,Government of Uganda,90,,"NRA, UFM, UNRF","481, 482, 485",,2,1982,2,1,3
314,Uganda,Government of Uganda,90,,"NRA, UNRF","481, 482",,2,1983,2,1,3
314,Uganda,Government of Uganda,90,,NRA,481,,2,1984,2,1,3
314,Uganda,Government of Uganda,90,,NRA,481,,2,1985,2,1,3
314,Uganda,Government of Uganda,90,,"HSM, NRA, UPDA","481, 483, 484",,2,1986,2,1,3
314,Uganda,Government of Uganda,90,,"HSM, UPA, UPDA","483, 484, 486",,2,1987,2,1,3
314,Uganda,Government of Uganda,90,,"Lord's Army, LRA, UPA","486, 487, 488",,2,1988,2,1,3
314,Uganda,Government of Uganda,90,,"LRA, UPA","486, 488",,2,1989,2,1,3
314,Uganda,Government of Uganda,90,,"LRA, UPA","486, 488",,2,1990,1,1,3
314,Uganda,Government of Uganda,90,,"LRA, UPA","486, 488",,2,1991,1,1,3
314,Uganda,Government of Uganda,90,,UPA,486,,2,1992,1,1,3
314,Uganda,Government of Uganda,90,,LRA,488,,2,1994,1,1,3
314,Uganda,Government of Uganda,90,,LRA,488,,2,1995,1,1,3
314,Uganda,Government of Uganda,90,,"ADF, LRA, WNBF","488, 489, 490",,2,1996,2,1,3
314,Uganda,Government of Uganda,90,,"ADF, LRA, UNRF II","488, 489, 491",,2,1997,1,1,3
314,Uganda,Government of Uganda,90,,"ADF, LRA","488, 489",,2,1998,1,1,3
314,Uganda,Government of Uganda,90,,ADF,489,,2,1999,1,1,3
314,Uganda,Government of Uganda,90,,"ADF, LRA","488, 489",,2,2000,1,1,3
314,Uganda,Government of Uganda,90,,"ADF, LRA","488, 489",,2,2001,1,1,3
314,Uganda,Government of Uganda,90,,"ADF, LRA","488, 489",,2,2002,2,1,3
314,Uganda,Government of Uganda,90,,LRA,488,,2,2003,1,1,3
314,Uganda,Government of Uganda,90,,LRA,488,,2,2004,2,1,3
314,Uganda,Government of Uganda,90,Government of Sudan,LRA,488,,2,2005,1,1,4
314,Uganda,Government of Uganda,90,,LRA,488,,2,2006,1,1,3
314,Uganda,Government of Uganda,90,,ADF,489,,2,2007,1,1,3
314,Uganda,Government of Uganda,90,"Government of DR Congo (Zaire), Government of Sudan",LRA,488,,2,2008,1,1,4
314,Uganda,Government of Uganda,90,"Government of Central African Republic, Government of DR Congo (Zaire), Government of Sudan",LRA,488,,2,2009,1,1,4
314,Uganda,Government of Uganda,90,"Government of Central African Republic, Government of DR Congo (Zaire), Government of Sudan","ADF, LRA","488, 489",,2,2010,1,1,4
314,Uganda,Government of Uganda,90,"Government of Central African Republic, Government of DR Congo (Zaire), Government of South Sudan, Government of Sudan","ADF, LRA","488, 489",,2,2011,1,1,4
314,Uganda,Government of Uganda,90,"Government of Central African Republic, Government of DR Congo (Zaire), Government of Malawi, Government of South Africa, Government of South Sudan, Government of Tanzania","ADF, LRA","488, 489",,2,2013,1,1,4
314,Uganda,Government of Uganda,90,"Government of DR Congo (Zaire), Government of Malawi, Government of South Africa, Government of South Sudan, Government of Tanzania","ADF, LRA","488, 489",,2,2014,1,1,4
314,Uganda,Government of Uganda,90,Government of DR Congo (Zaire),ADF,489,,2,2015,1,1,4
314,Uganda,Government of Uganda,90,Government of DR Congo (Zaire),ADF,489,,2,2016,1,1,4
314,Uganda,Government of Uganda,90,Government of DR Congo (Zaire),ADF,489,,2,2017,1,1,4
314,Uganda,Government of Uganda,90,Government of DR Congo (Zaire),ADF,489,,2,2018,1,1,4
314,Uganda,Government of Uganda,90,Government of DR Congo (Zaire),ADF,489,,2,2019,1,1,4
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1971,1,0,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1972,1,0,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1973,1,0,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1974,1,0,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1975,1,0,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1976,1,0,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1977,1,0,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1978,1,1,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1979,1,1,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1980,1,1,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1981,1,1,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1982,1,1,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1983,1,1,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1984,1,1,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1985,1,1,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1986,1,1,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1987,1,1,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1988,1,1,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1989,1,1,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1990,1,1,3
315,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,1991,1,1,3
315,United Kingdom,Government of United Kingdom,28,,RIRA,283,,1,1998,1,1,3
316,El Salvador,Government of El Salvador,13,,Military faction (forces of Benjamin Mejia),752,,2,1972,1,0,3
316,El Salvador,Government of El Salvador,13,,"ERP, FPL","753, 754",,2,1979,1,0,3
316,El Salvador,Government of El Salvador,13,,FMLN,755,,2,1980,1,0,3
316,El Salvador,Government of El Salvador,13,,FMLN,755,,2,1981,2,1,3
316,El Salvador,Government of El Salvador,13,,FMLN,755,,2,1982,2,1,3
316,El Salvador,Government of El Salvador,13,,FMLN,755,,2,1983,2,1,3
316,El Salvador,Government of El Salvador,13,,FMLN,755,,2,1984,2,1,3
316,El Salvador,Government of El Salvador,13,,FMLN,755,,2,1985,2,1,3
316,El Salvador,Government of El Salvador,13,,FMLN,755,,2,1986,2,1,3
316,El Salvador,Government of El Salvador,13,,FMLN,755,,2,1987,2,1,3
316,El Salvador,Government of El Salvador,13,,FMLN,755,,2,1988,2,1,3
316,El Salvador,Government of El Salvador,13,,FMLN,755,,2,1989,2,1,3
316,El Salvador,Government of El Salvador,13,,FMLN,755,,2,1990,1,1,3
316,El Salvador,Government of El Salvador,13,,FMLN,755,,2,1991,1,1,3
317,Oman,Government of Oman,129,Government of United Kingdom,PFLO,284,,2,1969,1,0,4
317,Oman,Government of Oman,129,Government of United Kingdom,PFLO,284,,2,1970,1,0,4
317,Oman,Government of Oman,129,Government of United Kingdom,PFLO,284,,2,1971,1,0,4
317,Oman,Government of Oman,129,Government of United Kingdom,PFLO,284,,2,1972,1,0,4
317,Oman,Government of Oman,129,"Government of Iran, Government of United Kingdom",PFLO,284,Government of South Yemen,2,1973,1,0,4
317,Oman,Government of Oman,129,"Government of Iran, Government of United Kingdom",PFLO,284,Government of South Yemen,2,1974,1,0,4
317,Oman,Government of Oman,129,"Government of Iran, Government of Jordan, Government of United Kingdom",PFLO,284,Government of South Yemen,2,1975,1,0,4
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),101,,ZAPU,492,,2,1967,1,0,3
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),101,,ZAPU,492,,2,1968,1,0,3
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),101,,"ZANU, ZAPU","492, 493",,2,1973,1,0,3
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),101,,"ZANU, ZAPU","492, 493",,2,1974,1,0,3
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),101,Government of South Africa,ZANU,493,,2,1975,1,0,4
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),101,,"PF, ZANU","493, 494",,2,1976,2,1,3
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),101,,PF,494,,2,1977,2,1,3
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),101,,PF,494,,2,1978,2,1,3
318,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),101,,PF,494,,2,1979,2,1,3
319,Uruguay,Government of Uruguay,27,,MLN/Tupamaros,756,,2,1972,1,0,3
320,"South Yemen, Yemen (North Yemen)",Government of South Yemen,124,,Government of Yemen (North Yemen),123,,3,1972,1,0,2
320,"South Yemen, Yemen (North Yemen)",Government of South Yemen,124,,Government of Yemen (North Yemen),123,,3,1979,1,0,2
321,Chile,Government of Chile,25,,"Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman)",757,,2,1973,1,0,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1975,1,0,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1976,1,0,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1977,1,0,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1978,1,0,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1979,1,0,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1980,1,0,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1981,1,0,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1982,1,0,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1983,1,0,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1984,1,0,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1985,1,0,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1986,1,0,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1987,1,0,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1988,1,1,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1989,1,1,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1990,1,1,3
322,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,1991,1,1,3
323,"Cyprus, Turkey",Government of Cyprus,53,,Government of Turkey,115,,1,1974,2,1,2
324,"Iran, Iraq",Government of Iran,114,,Government of Iraq,116,,3,1974,1,0,2
324,"Iran, Iraq",Government of Iran,114,,Government of Iraq,116,,3,1980,2,1,2
324,"Iran, Iraq",Government of Iran,114,,Government of Iraq,116,,3,1981,2,1,2
324,"Iran, Iraq",Government of Iran,114,,Government of Iraq,116,,3,1982,2,1,2
324,"Iran, Iraq",Government of Iran,114,,Government of Iraq,116,,3,1983,2,1,2
324,"Iran, Iraq",Government of Iran,114,,Government of Iraq,116,,3,1984,2,1,2
324,"Iran, Iraq",Government of Iran,114,,Government of Iraq,116,,3,1985,2,1,2
324,"Iran, Iraq",Government of Iran,114,,Government of Iraq,116,,3,1986,2,1,2
324,"Iran, Iraq",Government of Iran,114,,Government of Iraq,116,,3,1987,2,1,2
324,"Iran, Iraq",Government of Iran,114,,Government of Iraq,116,,3,1988,2,1,2
325,Pakistan,Government of Pakistan,142,,BLF,1166,,1,1974,2,1,3
325,Pakistan,Government of Pakistan,142,,BLF,1166,,1,1975,1,1,3
325,Pakistan,Government of Pakistan,142,,BLF,1166,,1,1976,1,1,3
325,Pakistan,Government of Pakistan,142,,BLF,1166,,1,1977,1,1,3
325,Pakistan,Government of Pakistan,142,,BLA,287,,1,2004,1,1,3
325,Pakistan,Government of Pakistan,142,,"Baloch Ittehad, BLA","287, 288",,1,2006,1,1,3
325,Pakistan,Government of Pakistan,142,,BLA,287,,1,2007,1,1,3
325,Pakistan,Government of Pakistan,142,,"BLA, BRA","287, 289",,1,2008,1,1,3
325,Pakistan,Government of Pakistan,142,,"BLA, BRA","287, 289",,1,2009,1,1,3
325,Pakistan,Government of Pakistan,142,,BLA,287,,1,2011,1,1,3
325,Pakistan,Government of Pakistan,142,,"BLA, BLF, BRA","1166, 287, 289",,1,2012,1,1,3
325,Pakistan,Government of Pakistan,142,,BLA,287,,1,2013,1,1,3
325,Pakistan,Government of Pakistan,142,,"BLA, BRA","287, 289",,1,2014,1,1,3
325,Pakistan,Government of Pakistan,142,,"BLA, BLF, BRA","1166, 287, 289",,1,2015,1,1,3
325,Pakistan,Government of Pakistan,142,,"BLA, UBA","287, 3192",,1,2016,1,1,3
325,Pakistan,Government of Pakistan,142,,BRAS,7542,,1,2019,1,1,3
